probe_id,flux_norm,flux_norm_squared,direct_gap,base_quadratic_value,gram_quadratic_value,weighted_minor_value,maximum_minor_value_abs,identity_residual
154,0.1489367343279111,0.022182150832262777,0.08892896027884833,0.08892896027884835,0.08892896027884836,1.1831632032298326e-19,1.3877787807814457e-17,2.7755575615628914e-17
155,0.1494661238626481,0.022340122182524465,0.08877098892858665,0.08877098892858663,0.08877098892858666,9.93147295914135e-19,1.3877787807814457e-17,1.3877787807814457e-17
156,0.1346895382552708,0.018141271715418055,0.09296983939569305,0.09296983939569303,0.09296983939569305,1.7551289897608394e-18,1.3877787807814457e-17,0.0
157,0.16166899369903906,0.026136863523659935,0.08497424758745117,0.08497424758745123,0.0849742475874512,2.389368480606218e-20,1.3877787807814457e-17,2.7755575615628914e-17
158,0.2492371729696171,0.06211916838988683,0.04899194272122428,0.048991942721224285,0.04899194272122427,-1.0331807496777328e-19,1.3877787807814457e-17,6.938893903907228e-18
159,0.14317526974124292,0.020499157865477673,0.09061195324563343,0.09061195324563343,0.09061195324563343,-5.880468698374037e-20,1.3877787807814457e-17,0.0
160,0.1894957525260436,0.035908640225411556,0.07520247088569955,0.07520247088569953,0.07520247088569953,-1.0200663332266067e-19,1.3877787807814457e-17,1.3877787807814457e-17
161,0.23915390324857563,0.05719458943902908,0.053916521672082024,0.05391652167208207,0.05391652167208207,2.6689725764102846e-18,2.7755575615628914e-17,4.85722573273506e-17
162,0.23498664248725726,0.05521872214743406,0.05589238896367704,0.05589238896367704,0.055892388963677035,2.204358866917085e-18,1.3877787807814457e-17,6.938893903907228e-18
163,0.17449084901725903,0.030447056390763883,0.08066405472034723,0.08066405472034724,0.08066405472034724,-1.1358902085345448e-18,2.7755575615628914e-17,1.3877787807814457e-17
164,0.14151777096427637,0.020027279498697384,0.09108383161241372,0.09108383161241371,0.0910838316124137,-2.0446741919198865e-18,1.3877787807814457e-17,2.7755575615628914e-17
165,0.10925450587998459,0.011936547055079587,0.09917456405603152,0.09917456405603153,0.09917456405603152,1.0776188601352817e-18,1.3877787807814457e-17,0.0
