probe_id,point_norm_squared,e1_direct,e1_canonical,e1_residual,e2_direct,e2_canonical,e2_residual,e3_direct,e3_canonical,e3_residual,e4_direct,e4_canonical,e4_residual,e5_direct,e5_canonical,e5_residual
58,2.7287631367830105,1.136984640326256,1.1369846403262545,1.5543122344752192e-15,0.49365812044678337,0.4936581204467814,1.942890293094024e-15,0.09973609375397069,0.09973609375396997,7.216449660063518e-16,0.00887001911934483,0.008870019119344692,1.3877787807814457e-16,0.0002405900841941748,0.00024059008419416428,1.0516761073109393e-17
59,4.9738594776466325,2.072441449019431,2.0724414490194305,4.440892098500626e-16,1.7554609148875675,1.7554609148875664,1.1102230246251565e-15,0.777642742075991,0.7776427420759905,5.551115123125783e-16,0.19000504713431057,0.19000504713431043,1.3877787807814457e-16,0.024283538892693662,0.024283538892693645,1.734723475976807e-17
60,1.037984914128948,0.4324937142203955,0.43249371422039506,4.440892098500626e-16,0.07353184482998075,0.07353184482998057,1.8041124150158794e-16,0.006187927139965689,0.006187927139965664,2.5153490401663703e-17,0.00026546910705075607,0.0002654691070507548,1.2468324983583301e-18,5.342911829425992e-06,5.342911829425942e-06,4.997494388800372e-20
61,1.687051933958327,0.7029383058159696,0.7029383058159695,1.1102230246251565e-16,0.19952054907012476,0.19952054907012465,1.1102230246251565e-16,0.02912333929197477,0.02912333929197471,5.898059818321144e-17,0.0022924891482791077,0.002292489148279101,6.938893903907228e-18,9.17656606903808e-05,9.176566069038021e-05,5.827586677109586e-19
62,1.1174412650537593,0.4656005271057329,0.4656005271057331,1.6653345369377348e-16,0.08867864290563243,0.08867864290563247,4.163336342344337e-17,0.008828510852596765,0.008828510852596767,1.734723475976807e-18,0.00048372141160978553,0.0004837214116097857,1.6263032587282567e-19,1.380917230204715e-05,1.3809172302047141e-05,8.470329472543003e-21
63,4.261067824226647,1.775444926761102,1.7754449267611025,4.440892098500626e-16,1.2165758418624573,1.2165758418624577,4.440892098500626e-16,0.3973816781992845,0.39738167819928494,4.440892098500626e-16,0.06097362212613605,0.060973622126135996,5.551115123125783e-17,0.003636182373398474,0.0036361823733984753,1.3010426069826053e-18
64,14.144941608321135,5.893725670133818,5.893725670133806,1.1546319456101628e-14,13.929354056023554,13.929354056023492,6.217248937900877e-14,16.76726872325125,16.76726872325112,1.2789769243681803e-13,10.738621680921801,10.738621680921685,1.1546319456101628e-13,3.4355268143945623,3.4355268143945064,5.595524044110789e-14
65,4.917041743703303,2.048767393209708,2.04876739320971,1.7763568394002505e-15,1.6645812980069667,1.664581298006969,2.220446049250313e-15,0.679655155269336,0.6796551552693371,1.1102230246251565e-15,0.14526359820535073,0.1452635982053511,3.608224830031759e-16,0.015206528203812707,0.015206528203812793,8.673617379884035e-17
66,1.2137003669327278,0.5057084862219708,0.5057084862219698,9.992007221626409e-16,0.10290010998600267,0.10290010998600227,4.0245584642661925e-16,0.010691161966789403,0.010691161966789332,7.112366251504909e-17,0.0005916427813079468,0.0005916427813079414,5.421010862427522e-18,1.6340615616693364e-05,1.634061561669317e-05,1.9312351197398048e-19
67,4.614480513271429,1.9227002138630989,1.9227002138630955,3.3306690738754696e-15,1.4878288651595173,1.4878288651595115,5.773159728050814e-15,0.5879994610266512,0.5879994610266469,4.3298697960381105e-15,0.12378645168070679,0.12378645168070572,1.0685896612017132e-15,0.013005606179961571,0.013005606179961403,1.682681771697503e-16
68,2.3412358529103203,0.975514938712635,0.9755149387126335,1.4432899320127035e-15,0.38177386131410784,0.38177386131410646,1.3877787807814457e-15,0.07655531659064951,0.07655531659064913,3.885780586188048e-16,0.008287920270931963,0.008287920270931896,6.765421556309548e-17,0.00045917519245259475,0.00045917519245259014,4.607859233063394e-18
69,2.3647581333859247,0.9853158889108022,0.985315888910802,2.220446049250313e-16,0.36963856417883256,0.3696385641788323,2.7755575615628914e-16,0.06413440937671347,0.0641344093767134,6.938893903907228e-17,0.004817306384982656,0.004817306384982642,1.474514954580286e-17,0.00010172893004162233,0.00010172893004162131,1.0164395367051604e-18
